reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.4,4.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.45,5.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.5,5.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.55,5.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.6,6.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.65,7.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.7,8.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.75,10.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.8,13.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.85,17.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.9,23.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.95,27.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.975,32.0
2026-02-14,02,3,wk inc flu hosp,2026-03-07,quantile,0.99,37.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.01,157.71732210683606
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.025,178.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.05,196.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.1,214.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.15,230.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.2,241.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.25,263.0980834960937
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.3,269.3095397949219
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.35,274.8853759765625
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.4,280.2066650390625
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.45,288.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.5,298.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.55,310.6962234864734
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.6,328.1223448469184
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.65,347.79974844709096
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.7,371.3187897458062
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.75,399.9290373012015
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.8,439.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.85,466.3140424976886
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.9,506.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.95,547.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.975,581.0
2026-02-14,04,0,wk inc flu hosp,2026-02-14,quantile,0.99,619.0
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.01,122.0
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.025,145.0
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.05,162.0
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.1,185.0
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.15,202.0
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.2,215.39514101763396
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.25,236.6662750244141
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.3,243.19297865186311
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.35,260.1379315416325
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.4,276.07494741722564
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.45,291.6805783862226
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.5,309.2092911509789
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.55,322.2041829743282
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.6,341.5270175889177
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.65,353.93854397538684
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.7,367.0057937205224
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.75,384.3073203388933
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.8,413.3181544416692
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.85,451.52344688519776
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.9,512.1083380126928
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.95,588.0
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.975,620.0
2026-02-14,04,1,wk inc flu hosp,2026-02-21,quantile,0.99,655.0
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.01,76.0
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.025,94.10645550595964
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.05,112.67790499392646
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.1,137.0
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.15,156.0
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.2,178.91015625
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.25,185.45953369140625
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.3,198.6329629711857
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.35,210.5262364148318
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.4,225.1092409389976
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.45,240.5561737001025
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.5,256.3012984625457
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.55,271.637881763846
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.6,286.5684575469919
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.65,304.3527862639227
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.7,323.7670465069397
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.75,346.4231696268037
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.8,372.4080210641562
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.85,407.0292113846141
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.9,458.1223503733575
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.95,565.4691223322181
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.975,621.0
2026-02-14,04,2,wk inc flu hosp,2026-02-28,quantile,0.99,660.0
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.01,55.0
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.025,62.0
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.05,78.41974050520271
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.1,98.0
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.15,108.0
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.2,130.27713012695312
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.25,145.0
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.3,163.0
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.35,182.0
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.4,199.71407061247385
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.45,214.60307990528756
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.5,231.2794534284968
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.55,247.57826809383133
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.6,266.1430085305341
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.65,286.6850949978222
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.7,309.25369932590195
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.75,333.7692431627949
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.8,362.7753010730681
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.85,402.1716180441365
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.9,460.7568271239072
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.95,585.0
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.975,620.0
2026-02-14,04,3,wk inc flu hosp,2026-03-07,quantile,0.99,641.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.01,89.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.025,97.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.05,104.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.1,115.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.15,121.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.2,129.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.25,134.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.3,139.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.35,145.730299962341
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.4,152.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.45,155.6622843909753
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.5,162.24000549316406
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.55,166.87405395507812
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.6,171.6744384765625
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.65,176.9174346923828
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.7,183.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.75,190.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.8,198.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.85,208.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.9,221.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.95,238.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.975,259.0
2026-02-14,05,0,wk inc flu hosp,2026-02-14,quantile,0.99,280.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.01,42.10128338464275
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.025,52.353100198909054
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.05,62.06288893297332
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.1,74.282179989162
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.15,83.14640488151068
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.2,92.2604930710642
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.25,102.004995006782
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.3,109.42779732412096
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.35,116.74241991621228
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.4,123.06773563207364
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.45,132.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.5,135.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.55,140.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.6,150.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.65,159.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.7,164.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.75,174.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.8,182.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.85,191.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.9,199.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.95,262.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.975,316.0
2026-02-14,05,1,wk inc flu hosp,2026-02-21,quantile,0.99,319.0
2026-02-14,05,2,wk inc flu hosp,2026-02-28,quantile,0.01,30.606278658673222
2026-02-14,05,2,wk inc flu hosp,2026-02-28,quantile,0.025,41.43616923504133
2026-02-14,05,2,wk inc flu hosp,2026-02-28,quantile,0.05,52.06012614743205
2026-02-14,05,2,wk inc flu hosp,2026-02-28,quantile,0.1,64.51732268737129
2026-02-14,05,2,wk inc flu hosp,2026-02-28,quantile,0.15,75.99981821064642
2026-02-14,05,2,wk inc flu hosp,2026-02-28,quantile,0.2,84.61945862126356
2026-02-14,05,2,wk inc flu hosp,2026-02-28,quantile,0.25,94.0
2026-02-14,05,2,wk inc flu hosp,2026-02-28,quantile,0.3,99.64576011288156
2026-02-14,05,2,wk inc flu hosp,2026-02-28,quantile,0.35,106.6208198455398
