reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.025,0.2404992115446851
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.05,0.46123692882708617
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.1,0.735170635231209
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.15,1.056938218922229
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.2,1.358804529039424
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.25,1.4921599626541138
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.3,1.5819950103759766
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.35,2.160163402557373
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.4,2.2368754148483276
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.45,2.490551286058431
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.5,2.901667833328247
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.55,3.0
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.6,3.068033814430237
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.65,3.157714009284973
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.7,3.756235718727112
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.75,3.8722249269485474
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.8,4.005718469619751
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.85,4.641088962554932
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.9,5.5
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.95,7.5
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.975,10.0
2026-03-07,02,2,wk inc flu hosp,2026-03-21,quantile,0.99,13.5
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.01,0.1474725008010864
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.025,0.2601102930323467
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.05,0.41067772869608804
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.1,0.6449978497597996
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.15,1.0175377864409185
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.2,1.2638850212097168
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.25,1.3445119261741638
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.3,1.4270296692848206
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.35,1.506999969482422
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.4,1.8753753987813453
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.45,2.306151521978664
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.5,2.7324188947677612
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.55,2.8089734315872192
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.6,2.894143581390381
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.65,2.979809880256653
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.7,3.0761018991470337
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.75,3.178158760070801
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.8,3.2959630489349365
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.85,4.0
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.9,4.616889715194702
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.95,7.0
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.975,10.5
2026-03-07,02,3,wk inc flu hosp,2026-03-28,quantile,0.99,15.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.01,97.73983454253955
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.025,111.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.05,123.12590475858596
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.1,146.48343105887955
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.15,164.811045750625
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.2,177.84934515406815
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.25,186.5264587402344
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.3,196.76411436163312
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.35,203.08291747508187
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.4,211.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.45,216.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.5,223.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.55,231.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.6,241.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.65,251.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.7,264.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.75,276.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.8,296.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.85,315.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.9,348.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.95,381.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.975,414.0
2026-03-07,04,0,wk inc flu hosp,2026-03-07,quantile,0.99,456.0
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.01,78.38366154820385
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.025,87.81777625582939
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.05,102.41395660195904
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.1,120.4308097428492
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.15,137.4059365662428
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.2,146.63233947753906
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.25,151.3491973876953
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.3,155.5807342529297
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.35,159.8668212890625
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.4,163.65423583984375
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.45,167.6894989013672
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.5,171.9070587158203
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.55,183.0
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.6,199.0
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.65,217.0
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.7,232.0
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.75,238.0
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.8,258.0
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.85,296.0
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.9,322.2926424812546
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.95,356.02979708102345
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.975,386.6514385600124
2026-03-07,04,1,wk inc flu hosp,2026-03-14,quantile,0.99,423.8438310612976
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.01,55.77195554705576
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.025,69.42699516760513
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.05,83.35617230977051
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.1,99.33425872168624
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.15,104.83895874023438
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.2,108.9436492919922
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.25,113.10625457763672
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.3,116.9132843017578
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.35,121.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.4,135.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.45,150.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.5,166.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.55,182.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.6,198.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.65,208.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.7,213.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.75,220.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.8,229.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.85,258.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.9,321.0
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.95,378.1089298899433
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.975,415.5881377334599
2026-03-07,04,2,wk inc flu hosp,2026-03-21,quantile,0.99,461.3922593274897
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.01,46.46632149452406
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.025,60.874691384019926
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.05,67.34809875488281
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.1,73.6532211303711
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.15,77.94425201416016
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.2,81.4092788696289
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.25,84.64563751220703
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.3,91.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.35,106.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.4,120.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.45,135.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.5,151.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.55,167.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.6,180.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.65,188.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.7,192.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.75,199.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.8,205.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.85,222.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.9,272.0
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.95,376.3119153843907
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.975,416.0432896586798
2026-03-07,04,3,wk inc flu hosp,2026-03-28,quantile,0.99,464.7460756170776
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.01,57.5
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.025,62.0
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.05,67.0
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.1,73.5
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.15,80.0532235279463
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.2,86.64497998301509
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.25,92.44580246947588
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.3,97.43761258668701
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.35,100.93596796938635
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.4,105.31240134252596
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.45,111.41853689084006
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.5,117.0416461893129
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.55,123.00912778235761
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.6,128.75293128053306
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.65,133.84687042236328
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.7,137.7860870361328
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.75,141.30760955810547
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.8,146.1250762939453
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.85,151.23065948486328
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.9,157.81871795654297
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.95,167.81491088867188
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.975,177.5949478149414
2026-03-07,05,0,wk inc flu hosp,2026-03-07,quantile,0.99,185.19890594482422
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.01,26.579074388246223
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.025,35.5087167213687
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.05,43.497965765851106
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.1,55.65396550624221
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.15,62.835309188729646
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.2,70.05221221587239
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.25,75.0
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.3,78.5
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.35,82.0
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.4,86.0
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.45,88.5
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.5,92.76878943902435
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.55,97.28595539011079
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.6,101.91343028085544
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.65,106.70303014496922
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.7,112.2241407999266
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.75,119.07798495723901
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.8,125.92697705830787
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.85,131.81397247314453
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.9,139.72687530517578
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.95,150.7026596069336
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.975,159.79389190673828
2026-03-07,05,1,wk inc flu hosp,2026-03-14,quantile,0.99,177.5
2026-03-07,05,2,wk inc flu hosp,2026-03-21,quantile,0.01,20.460318459978925
2026-03-07,05,2,wk inc flu hosp,2026-03-21,quantile,0.025,25.120543914281058
2026-03-07,05,2,wk inc flu hosp,2026-03-21,quantile,0.05,32.42816103697563
2026-03-07,05,2,wk inc flu hosp,2026-03-21,quantile,0.1,41.069151722165145
2026-03-07,05,2,wk inc flu hosp,2026-03-21,quantile,0.15,48.366248842734834
2026-03-07,05,2,wk inc flu hosp,2026-03-21,quantile,0.2,54.307665037774576
2026-03-07,05,2,wk inc flu hosp,2026-03-21,quantile,0.25,58.45227428004975
